,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,State
98,2013,Mar,67.5,64.2,302083,287262,14821,4.9,WY
99,2013,Apr,67.4,64.2,302063,287539,14524,4.8,WY
100,2013,May,67.4,64.2,302153,287874,14279,4.7,WY
101,2013,Jun,67.4,64.2,302234,288123,14111,4.7,WY
102,2013,Jul,67.3,64.2,302271,288226,14045,4.6,WY
103,2013,Aug,67.3,64.2,302231,288200,14031,4.6,WY
104,2013,Sep,67.2,64.1,302130,288119,14011,4.6,WY
105,2013,Oct,67.2,64.1,302077,288075,14002,4.6,WY
106,2013,Nov,67.2,64.1,302109,288157,13952,4.6,WY
107,2013,Dec,67.2,64.2,302194,288374,13820,4.6,WY
108,2014,Jan,67.3,64.2,302308,288675,13633,4.5,WY
109,2014,Feb,67.3,64.3,302412,288990,13422,4.4,WY
110,2014,Mar,67.3,64.4,302506,289248,13258,4.4,WY
111,2014,Apr,67.3,64.4,302590,289389,13201,4.4,WY
112,2014,May,67.4,64.4,302688,289475,13213,4.4,WY
113,2014,Jun,67.4,64.4,302902,289593,13309,4.4,WY
114,2014,Jul,67.5,64.5,303175,289739,13436,4.4,WY
115,2014,Aug,67.5,64.5,303393,289922,13471,4.4,WY
116,2014,Sep,67.4,64.5,303460,290127,13333,4.4,WY
117,2014,Oct,67.4,64.5,303319,290316,13003,4.3,WY
118,2014,Nov,67.3,64.5,302997,290435,12562,4.1,WY
119,2014,Dec,67.2,64.5,302631,290474,12157,4.0,WY
120,2015,Jan,67.1,64.5,302350,290427,11923,3.9,WY
121,2015,Feb,67.0,64.4,302209,290287,11922,3.9,WY
122,2015,Mar,67.0,64.3,302218,290102,12116,4.0,WY
123,2015,Apr,67.0,64.3,302299,289899,12400,4.1,WY
124,2015,May,67.0,64.2,302311,289650,12661,4.2,WY
125,2015,Jun,66.9,64.1,302119,289316,12803,4.2,WY
126,2015,Jul,66.8,64.0,301719,288919,12800,4.2,WY
127,2015,Aug,66.7,63.9,301250,288478,12772,4.2,WY
128,2015,Sep,66.6,63.8,300853,288034,12819,4.3,WY
129,2015,Oct,66.6,63.7,300679,287649,13030,4.3,WY
130,2015,Nov,66.6,63.6,300834,287332,13502,4.5,WY
131,2015,Dec,66.7,63.6,301280,287030,14250,4.7,WY
132,2016,Jan,66.9,63.5,301853,286696,15157,5.0,WY
133,2016,Feb,67.0,63.4,302351,286294,16057,5.3,WY
134,2016,Mar,67.0,63.3,302567,285818,16749,5.5,WY
135,2016,Apr,67.0,63.2,302403,285301,17102,5.7,WY
136,2016,May,66.9,63.1,301896,284797,17099,5.7,WY
137,2016,Jun,66.7,63.0,301109,284349,16760,5.6,WY
138,2016,Jul,66.5,62.9,300247,283973,16274,5.4,WY
139,2016,Aug,66.4,62.9,299501,283660,15841,5.3,WY
140,2016,Sep,66.3,62.9,298941,283384,15557,5.2,WY
141,2016,Oct,66.3,62.8,298556,283145,15411,5.2,WY
142,2016,Nov,66.2,62.8,298248,282998,15250,5.1,WY
143,2016,Dec,66.2,62.9,297901,282982,14919,5.0,WY
144,2017,Jan,66.1,62.9,295389,281107,14282,4.8,WY
145,2017,Feb,66.0,63.0,294904,281308,13596,4.6,WY
146,2017,Mar,66.0,63.1,294438,281517,12921,4.4,WY
147,2017,Apr,65.9,63.2,294093,281693,12400,4.2,WY
148,2017,May,65.9,63.2,293917,281799,12118,4.1,WY
149,2017,Jun,66.0,63.2,293892,281770,12122,4.1,WY
150,2017,Jul,66.0,63.2,293905,281599,12306,4.2,WY
151,2017,Aug,66.0,63.2,293795,281298,12497,4.3,WY
152,2017,Sep,65.9,63.1,293545,280899,12646,4.3,WY
153,2017,Oct,65.8,63.0,293166,280475,12691,4.3,WY
154,2017,Nov,65.7,62.9,292717,280093,12624,4.3,WY
155,2017,Dec,65.6,62.8,292334,279877,12457,4.3,WY
156,2018,Jan,65.6,62.8,292130,279900,12230,4.2,WY
157,2018,Feb,65.6,62.9,292193,280195,11998,4.1,WY
158,2018,Mar,65.7,63.0,292461,280654,11807,4.0,WY
159,2018,Apr,65.7,63.1,292740,281053,11687,4.0,WY
160,2018,May,65.8,63.2,292911,281245,11666,4.0,WY
161,2018,Jun,65.8,63.1,292974,281239,11735,4.0,WY
162,2018,Jul,65.8,63.1,292953,281087,11866,4.1,WY
163,2018,Aug,65.7,63.0,292930,280903,12027,4.1,WY
164,2018,Sep,65.7,63.0,292925,280805,12120,4.1,WY
165,2018,Oct,65.7,63.0,292929,280874,12055,4.1,WY
166,2018,Nov,65.6,63.0,292924,281120,11804,4.0,WY
167,2018,Dec,65.6,63.1,292875,281495,11380,3.9,WY
168,2019,Jan,65.6,63.1,292764,281926,10838,3.7,WY
169,2019,Feb,65.5,63.2,292650,282358,10292,3.5,WY
170,2019,Mar,65.5,63.3,292672,282755,9917,3.4,WY
171,2019,Apr,65.6,63.4,292944,283140,9804,3.3,WY
172,2019,May,65.7,63.4,293440,283475,9965,3.4,WY
173,2019,Jun,65.8,63.4,294059,283716,10343,3.5,WY
174,2019,Jul,65.9,63.4,294676,283835,10841,3.7,WY
175,2019,Aug,65.9,63.4,295201,283863,11338,3.8,WY
176,2019,Sep,66.0,63.4,295631,283915,11716,4.0,WY
177,2019,Oct,66.0,63.3,296047,283976,12071,4.1,WY
178,2019,Nov,66.1,63.3,296506,283984,12522,4.2,WY
179,2019,Dec,66.2,63.2,296896,283770,13126,4.4,WY
180,2020,Jan,66.2,63.1,297103,283219,13884,4.7,WY
181,2020,Feb,66.1,62.9,297035,282348,14687,4.9,WY
182,2020,Mar,66.0,62.6,296702,281396,15306,5.2,WY
183,2020,Apr,64.1,60.7,288335,272723,15612,5.4,WY
184,2020,May,66.3,60.6,298314,272632,25682,8.6,WY
185,2020,Jun,65.4,60.7,294108,273032,21076,7.2,WY
186,2020,Jul,65.2,60.9,293336,274047,19289,6.6,WY
187,2020,Aug,64.9,61.1,292404,275105,17299,5.9,WY
188,2020,Sep,64.9,61.2,292330,276005,16325,5.6,WY
189,2020,Oct,64.7,61.3,291789,276377,15412,5.3,WY
190,2020,Nov,64.6,61.2,291440,276394,15046,5.2,WY
191,2020,Dec,64.5,61.2,291200,276231,14969,5.1,WY
192,2021,Jan,64.4,61.1,290921,276131,14790,5.1,WY
193,2021,Feb,64.4,61.1,290883,276229,14654,5.0,WY
194,2021,Mar,64.3,61.2,290946,276539,14407,5.0,WY
195,2021,Apr,64.3,61.2,290962,276880,14082,4.8,WY
196,2021,May,64.2,61.2,290753,277103,13650,4.7,WY
197,2021,Jun,64.1,61.2,290486,277176,13310,4.6,WY
198,2021,Jul,64.0,61.1,290132,277210,12922,4.5,WY
199,2021,Aug,63.9,61.1,289856,277344,12512,4.3,WY
200,2021,Sep,63.8,61.1,289705,277650,12055,4.2,WY
201,2021,Oct,63.7,61.2,289766,278088,11678,4.0,WY
202,2021,Nov,63.7,61.2,289808,278252,11556,4.0,WY
203,2021,Dec,63.6,61.1,289831,278283,11548,4.0,WY
204,2022,Jan,63.7,61.3,290102,279063,11039,3.8,WY
205,2022,Feb,63.7,61.3,290282,279691,10591,3.6,WY
206,2022,Mar,63.6,61.5,290379,280512,9867,3.4,WY
207,2022,Apr,63.7,61.6,290691,281100,9591,3.3,WY
208,2022,May,63.7,61.6,290847,281630,9217,3.2,WY
209,2022,Jun,63.5,61.6,290622,281672,8950,3.1,WY
210,2022,Jul,63.4,61.5,290095,281315,8780,3.0,WY
211,2022,Aug,63.2,61.2,289642,280571,9071,3.1,WY
212,2022,Sep,63.1,61.0,289358,279874,9484,3.3,WY
213,2022,Oct,63.0,60.8,289283,279240,10043,3.5,WY
214,2022,Nov,63.0,60.7,289414,279067,10347,3.6,WY
0,2005,Jan,71.5,68.2,1254218,1197310,56908,4.5,UT
1,2005,Feb,71.6,68.4,1259004,1202700,56304,4.5,UT
2,2005,Mar,71.7,68.6,1264021,1208513,55508,4.4,UT
3,2005,Apr,71.9,68.8,1269262,1214708,54554,4.3,UT
4,2005,May,72.0,69.0,1274652,1221155,53497,4.2,UT
5,2005,Jun,72.1,69.2,1279876,1227458,52418,4.1,UT
6,2005,Jul,72.3,69.4,1284707,1233299,51408,4.0,UT
7,2005,Aug,72.3,69.5,1288990,1238581,50409,3.9,UT
8,2005,Sep,72.3,69.5,1292779,1243398,49381,3.8,UT
9,2005,Oct,72.2,69.6,1296320,1248068,48252,3.7,UT
10,2005,Nov,72.2,69.6,1299869,1252829,47040,3.6,UT
11,2005,Dec,72.2,69.7,1303593,1257816,45777,3.5,UT
12,2006,Jan,72.3,69.8,1307644,1263185,44459,3.4,UT
13,2006,Feb,72.3,69.9,1311981,1268854,43127,3.3,UT
14,2006,Mar,72.4,70.1,1316509,1274637,41872,3.2,UT
15,2006,Apr,72.4,70.2,1321063,1280361,40702,3.1,UT
16,2006,May,72.5,70.3,1325529,1286032,39497,3.0,UT
17,2006,Jun,72.5,70.5,1329902,1291669,38233,2.9,UT
18,2006,Jul,72.6,70.6,1334478,1297521,36957,2.8,UT
19,2006,Aug,72.7,70.7,1339519,1303704,35815,2.7,UT
20,2006,Sep,72.8,70.9,1344922,1310071,34851,2.6,UT
21,2006,Oct,72.9,71.1,1350404,1316400,34004,2.5,UT
22,2006,Nov,73.0,71.2,1355691,1322348,33343,2.5,UT
23,2006,Dec,73.1,71.3,1360400,1327488,32912,2.4,UT
24,2007,Jan,73.1,71.4,1364352,1331564,32788,2.4,UT
25,2007,Feb,73.1,71.4,1367666,1334719,32947,2.4,UT
26,2007,Mar,73.1,71.3,1370319,1337078,33241,2.4,UT
27,2007,Apr,73.0,71.3,1372517,1338904,33613,2.4,UT
28,2007,May,73.0,71.2,1374601,1340503,34098,2.5,UT
29,2007,Jun,72.9,71.1,1376750,1342100,34650,2.5,UT
30,2007,Jul,72.9,71.0,1378927,1343693,35234,2.6,UT
31,2007,Aug,72.8,70.9,1381216,1345301,35915,2.6,UT
32,2007,Sep,72.8,70.9,1383625,1346964,36661,2.6,UT
33,2007,Oct,72.8,70.8,1385953,1348475,37478,2.7,UT
34,2007,Nov,72.8,70.8,1387937,1349690,38247,2.8,UT
35,2007,Dec,72.7,70.7,1389416,1350526,38890,2.8,UT
36,2008,Jan,72.6,70.5,1390196,1350736,39460,2.8,UT
37,2008,Feb,72.5,70.4,1390331,1350305,40026,2.9,UT
38,2008,Mar,72.3,70.2,1390054,1349332,40722,2.9,UT
39,2008,Apr,72.2,70.0,1389475,1347866,41609,3.0,UT
40,2008,May,72.0,69.8,1388638,1345995,42643,3.1,UT
41,2008,Jun,71.8,69.5,1387616,1343861,43755,3.2,UT
42,2008,Jul,71.6,69.3,1386267,1341399,44868,3.2,UT
43,2008,Aug,71.4,69.0,1384255,1338357,45898,3.3,UT
44,2008,Sep,71.1,68.7,1381301,1334384,46917,3.4,UT
45,2008,Oct,70.8,68.3,1377244,1329258,47986,3.5,UT
46,2008,Nov,70.4,67.9,1371962,1322915,49047,3.6,UT
47,2008,Dec,71.1,67.4,1388245,1315656,72589,5.2,UT
48,2009,Jan,71.2,66.9,1392634,1307934,84700,6.1,UT
49,2009,Feb,71.0,66.4,1391346,1300274,91072,6.5,UT
50,2009,Mar,70.8,65.9,1387931,1293342,94589,6.8,UT
51,2009,Apr,70.5,65.5,1384192,1287412,96780,7.0,UT
52,2009,May,70.2,65.2,1380535,1282005,98530,7.1,UT
53,2009,Jun,69.9,64.8,1376948,1276697,100251,7.3,UT
54,2009,Jul,69.6,64.4,1373141,1271180,101961,7.4,UT
55,2009,Aug,69.2,64.0,1368895,1265371,103524,7.6,UT
56,2009,Sep,68.9,63.6,1364462,1259612,104850,7.7,UT
57,2009,Oct,68.6,63.2,1360205,1254310,105895,7.8,UT
58,2009,Nov,68.3,62.9,1356818,1250061,106757,7.9,UT
59,2009,Dec,68.1,62.7,1354784,1247251,107533,7.9,UT
60,2010,Jan,68.0,62.6,1354098,1245935,108163,8.0,UT
61,2010,Feb,67.9,62.5,1354151,1245598,108553,8.0,UT
62,2010,Mar,67.8,62.4,1354198,1245524,108674,8.0,UT
63,2010,Apr,69.4,63.8,1353881,1245364,108517,8.0,UT
64,2010,May,69.2,63.7,1353095,1245042,108053,8.0,UT
65,2010,Jun,69.1,63.6,1351732,1244308,107424,7.9,UT
66,2010,Jul,68.9,63.4,1350000,1243121,106879,7.9,UT
67,2010,Aug,68.7,63.3,1348321,1241798,106523,7.9,UT
68,2010,Sep,68.5,63.1,1346821,1240547,106274,7.9,UT
69,2010,Oct,68.4,63.0,1345724,1239726,105998,7.9,UT
70,2010,Nov,68.2,62.9,1345016,1239409,105607,7.9,UT
71,2010,Dec,68.1,62.8,1344606,1239497,105109,7.8,UT
72,2011,Jan,68.0,62.7,1344519,1239913,104606,7.8,UT
73,2011,Feb,67.9,62.7,1344597,1240415,104182,7.7,UT
74,2011,Mar,67.9,62.6,1344706,1240829,103877,7.7,UT
75,2011,Apr,67.8,62.5,1344845,1241064,103781,7.7,UT
76,2011,May,67.7,62.5,1345294,1241349,103945,7.7,UT
77,2011,Jun,67.7,62.4,1346394,1242153,104241,7.7,UT
78,2011,Jul,67.4,62.4,1342776,1243911,98865,7.4,UT
79,2011,Aug,67.2,62.5,1340068,1246666,93402,7.0,UT
80,2011,Sep,67.0,62.6,1338091,1250211,87880,6.6,UT
81,2011,Oct,66.8,62.7,1336631,1254196,82435,6.2,UT
82,2011,Nov,66.6,62.8,1335333,1258132,77201,5.8,UT
83,2011,Dec,66.5,62.9,1333971,1261754,72217,5.4,UT
84,2012,Jan,66.4,62.9,1335279,1265082,70197,5.3,UT
85,2012,Feb,66.2,63.0,1331198,1268263,62935,4.7,UT
86,2012,Mar,66.3,63.1,1335297,1271263,64034,4.8,UT
87,2012,Apr,66.4,63.1,1338994,1274152,64842,4.8,UT
88,2012,May,66.4,63.2,1342475,1277306,65169,4.9,UT
89,2012,Jun,66.5,63.3,1345980,1280955,65025,4.8,UT
90,2012,Jul,66.6,63.4,1349636,1285107,64529,4.8,UT
91,2012,Aug,66.7,63.5,1353555,1289584,63971,4.7,UT
92,2012,Sep,66.8,63.6,1357700,1294133,63567,4.7,UT
93,2012,Oct,66.8,63.7,1361555,1298314,63241,4.6,UT
94,2012,Nov,66.9,63.8,1364818,1301946,62872,4.6,UT
95,2012,Dec,66.9,63.9,1367434,1305067,62367,4.6,UT
96,2013,Jan,66.9,63.9,1369579,1307839,61740,4.5,UT
97,2013,Feb,67.0,64.0,1371797,1310766,61031,4.4,UT
98,2013,Mar,67.0,64.1,1374623,1314333,60290,4.4,UT
99,2013,Apr,67.1,64.2,1378344,1318709,59635,4.3,UT
100,2013,May,67.2,64.3,1382531,1323353,59178,4.3,UT
101,2013,Jun,67.3,64.4,1386526,1327663,58863,4.2,UT
102,2013,Jul,67.3,64.5,1389933,1331380,58553,4.2,UT
103,2013,Aug,67.3,64.5,1392500,1334511,57989,4.2,UT
104,2013,Sep,67.3,64.6,1394372,1337267,57105,4.1,UT
105,2013,Oct,67.3,64.6,1396158,1339974,56184,4.0,UT
106,2013,Nov,67.3,64.7,1398215,1342906,55309,4.0,UT
107,2013,Dec,67.3,64.7,1400436,1346017,54419,3.9,UT
108,2014,Jan,67.4,64.8,1402644,1349185,53459,3.8,UT
109,2014,Feb,67.4,64.8,1404680,1352211,52469,3.7,UT
110,2014,Mar,67.4,64.9,1406514,1354871,51643,3.7,UT
111,2014,Apr,67.3,64.9,1408112,1357035,51077,3.6,UT
112,2014,May,67.3,64.9,1409831,1359074,50757,3.6,UT
113,2014,Jun,67.3,64.9,1412233,1361525,50708,3.6,UT
114,2014,Jul,67.4,65.0,1415313,1364434,50879,3.6,UT
115,2014,Aug,67.5,65.0,1418964,1367794,51170,3.6,UT
116,2014,Sep,67.5,65.1,1422899,1371451,51448,3.6,UT
117,2014,Oct,67.6,65.1,1426616,1375102,51514,3.6,UT
118,2014,Nov,67.6,65.2,1429762,1378419,51343,3.6,UT
119,2014,Dec,67.7,65.2,1432638,1381478,51160,3.6,UT
120,2015,Jan,67.7,65.3,1435490,1384452,51038,3.6,UT
121,2015,Feb,67.7,65.3,1438477,1387444,51033,3.5,UT
122,2015,Mar,67.8,65.4,1441814,1390696,51118,3.5,UT
123,2015,Apr,67.8,65.4,1445478,1394232,51246,3.5,UT
124,2015,May,67.9,65.5,1449095,1397733,51362,3.5,UT
125,2015,Jun,67.9,65.5,1452297,1400856,51441,3.5,UT
126,2015,Jul,68.0,65.6,1455143,1403612,51531,3.5,UT
127,2015,Aug,67.9,65.5,1457886,1406235,51651,3.5,UT
128,2015,Sep,67.9,65.5,1460802,1409096,51706,3.5,UT
129,2015,Oct,67.9,65.5,1464379,1412676,51703,3.5,UT
130,2015,Nov,68.0,65.6,1468832,1417067,51765,3.5,UT
131,2015,Dec,68.1,65.7,1473799,1421939,51860,3.5,UT
132,2016,Jan,68.2,65.8,1478801,1426877,51924,3.5,UT
133,2016,Feb,68.3,65.9,1483530,1431601,51929,3.5,UT
134,2016,Mar,68.3,66.0,1487708,1435988,51720,3.5,UT
135,2016,Apr,68.4,66.0,1491391,1440100,51291,3.4,UT
136,2016,May,68.4,66.0,1494904,1444126,50778,3.4,UT
137,2016,Jun,68.4,66.1,1498447,1448202,50245,3.4,UT
138,2016,Jul,68.4,66.1,1502055,1452325,49730,3.3,UT
139,2016,Aug,68.4,66.2,1505706,1456380,49326,3.3,UT
140,2016,Sep,68.4,66.2,1509362,1460215,49147,3.3,UT
141,2016,Oct,68.5,66.2,1512986,1463848,49138,3.2,UT
142,2016,Nov,68.5,66.3,1516777,1467644,49133,3.2,UT
143,2016,Dec,68.5,66.3,1520948,1471879,49069,3.2,UT
144,2017,Jan,68.6,66.4,1533260,1484178,49082,3.2,UT
145,2017,Feb,68.7,66.5,1538289,1489301,48988,3.2,UT
146,2017,Mar,68.8,66.6,1543308,1494287,49021,3.2,UT
147,2017,Apr,68.9,66.7,1548135,1498943,49192,3.2,UT
148,2017,May,68.9,66.7,1552513,1503169,49344,3.2,UT
149,2017,Jun,68.9,66.7,1556173,1506746,49427,3.2,UT
150,2017,Jul,68.9,66.7,1559136,1509675,49461,3.2,UT
151,2017,Aug,68.9,66.7,1561331,1511971,49360,3.2,UT
152,2017,Sep,68.8,66.6,1562843,1513729,49114,3.1,UT
153,2017,Oct,68.7,66.6,1563968,1515235,48733,3.1,UT
154,2017,Nov,68.6,66.5,1564982,1516673,48309,3.1,UT
155,2017,Dec,68.6,66.5,1566384,1518553,47831,3.1,UT
156,2018,Jan,68.5,66.5,1568655,1521272,47383,3.0,UT
157,2018,Feb,68.6,66.5,1572031,1525005,47026,3.0,UT
158,2018,Mar,68.6,66.6,1576092,1529314,46778,3.0,UT
159,2018,Apr,68.6,66.6,1579895,1533277,46618,3.0,UT
160,2018,May,68.6,66.6,1582778,1536229,46549,2.9,UT
161,2018,Jun,68.6,66.6,1584690,1538169,46521,2.9,UT
162,2018,Jul,68.5,66.5,1585815,1539373,46442,2.9,UT
163,2018,Aug,68.4,66.4,1586788,1540430,46358,2.9,UT
164,2018,Sep,68.3,66.3,1588130,1541871,46259,2.9,UT
165,2018,Oct,68.3,66.3,1590094,1544054,46040,2.9,UT
166,2018,Nov,68.3,66.3,1592736,1547118,45618,2.9,UT
167,2018,Dec,68.3,66.4,1595916,1550916,45000,2.8,UT
168,2019,Jan,68.3,66.4,1599349,1555101,44248,2.8,UT
169,2019,Feb,68.3,66.5,1602860,1559443,43417,2.7,UT
170,2019,Mar,68.4,66.6,1606392,1563707,42685,2.7,UT
171,2019,Apr,68.4,66.6,1610053,1567954,42099,2.6,UT
172,2019,May,68.4,66.7,1613711,1572035,41676,2.6,UT
173,2019,Jun,68.4,66.7,1617211,1575839,41372,2.6,UT
174,2019,Jul,68.5,66.7,1620427,1579297,41130,2.5,UT
175,2019,Aug,68.4,66.7,1623387,1582493,40894,2.5,UT
176,2019,Sep,68.4,66.7,1626495,1585929,40566,2.5,UT
177,2019,Oct,68.4,66.7,1629877,1589427,40450,2.5,UT
178,2019,Nov,68.5,66.8,1633162,1592495,40667,2.5,UT
179,2019,Dec,68.4,66.7,1635281,1594147,41134,2.5,UT
180,2020,Jan,68.3,66.6,1635538,1593924,41614,2.5,UT
181,2020,Feb,68.1,66.4,1633857,1592006,41851,2.6,UT
182,2020,Mar,67.9,66.2,1631235,1589690,41545,2.5,UT
183,2020,Apr,67.4,60.6,1621670,1458740,162930,10.0,UT
184,2020,May,67.7,62.6,1630827,1507645,123182,7.6,UT
185,2020,Jun,67.4,63.3,1628195,1527608,100587,6.2,UT
186,2020,Jul,67.7,64.0,1636376,1547412,88964,5.4,UT
187,2020,Aug,67.7,64.6,1640377,1564469,75908,4.6,UT
188,2020,Sep,67.9,65.0,1650040,1578807,71233,4.3,UT
189,2020,Oct,67.9,65.3,1653401,1589107,64294,3.9,UT
190,2020,Nov,67.9,65.5,1657266,1596542,60724,3.7,UT
191,2020,Dec,68.0,65.6,1660730,1602327,58403,3.5,UT
192,2021,Jan,67.9,65.7,1662490,1607823,54667,3.3,UT
193,2021,Feb,67.9,65.8,1665906,1613637,52269,3.1,UT
194,2021,Mar,68.0,65.9,1670033,1619819,50214,3.0,UT
195,2021,Apr,68.0,66.0,1674639,1625698,48941,2.9,UT
196,2021,May,68.0,66.1,1678424,1630846,47578,2.8,UT
197,2021,Jun,68.0,66.1,1681787,1634954,46833,2.8,UT
198,2021,Jul,68.0,66.1,1684468,1639099,45369,2.7,UT
199,2021,Aug,67.9,66.2,1686877,1643291,43586,2.6,UT
200,2021,Sep,67.8,66.2,1689246,1647835,41411,2.5,UT
201,2021,Oct,67.8,66.2,1691653,1651906,39747,2.3,UT
202,2021,Nov,67.7,66.1,1692232,1653196,39036,2.3,UT
203,2021,Dec,67.5,66.0,1692122,1653334,38788,2.3,UT
204,2022,Jan,67.5,66.0,1693957,1656600,37357,2.2,UT
205,2022,Feb,67.4,66.0,1697136,1661892,35244,2.1,UT
206,2022,Mar,67.6,66.3,1705518,1672168,33350,2.0,UT
207,2022,Apr,67.8,66.5,1714407,1681176,33231,1.9,UT
208,2022,May,68.0,66.7,1722826,1688795,34031,2.0,UT
209,2022,Jun,68.1,66.7,1728748,1693846,34902,2.0,UT
210,2022,Jul,68.1,66.7,1732461,1697305,35156,2.0,UT
211,2022,Aug,68.1,66.7,1735513,1700008,35505,2.0,UT
212,2022,Sep,68.0,66.6,1738346,1702184,36162,2.1,UT
213,2022,Oct,67.9,66.5,1740697,1703408,37289,2.1,UT
214,2022,Nov,67.9,66.5,1744723,1706536,38187,2.2,UT
0,2005,Jan,62.8,59.6,9395352,8913873,481479,5.1,NY
1,2005,Feb,62.8,59.6,9397267,8922290,474977,5.1,NY
2,2005,Mar,62.8,59.6,9402641,8933249,469392,5.0,NY
3,2005,Apr,62.8,59.7,9413319,8948092,465227,4.9,NY
4,2005,May,62.9,59.8,9430767,8967742,463025,4.9,NY
5,2005,Jun,63.0,59.9,9451917,8988295,463622,4.9,NY
6,2005,Jul,63.1,60.0,9471800,9004782,467018,4.9,NY
7,2005,Aug,63.2,60.1,9487602,9017089,470513,5.0,NY
8,2005,Sep,63.2,60.1,9499119,9027253,471866,5.0,NY
9,2005,Oct,63.2,60.1,9507494,9037183,470311,4.9,NY
10,2005,Nov,63.2,60.1,9513815,9046842,466973,4.9,NY
11,2005,Dec,63.2,60.1,9518216,9056031,462185,4.9,NY
12,2006,Jan,63.2,60.2,9522997,9066533,456464,4.8,NY
13,2006,Feb,63.2,60.2,9529175,9077960,451215,4.7,NY
14,2006,Mar,63.2,60.3,9535839,9087985,447854,4.7,NY
15,2006,Apr,63.3,60.3,9539977,9093660,446317,4.7,NY
16,2006,May,63.2,60.3,9538316,9093999,444317,4.7,NY
17,2006,Jun,63.2,60.2,9530898,9090653,440245,4.6,NY
18,2006,Jul,63.1,60.2,9520777,9087715,433062,4.5,NY
19,2006,Aug,63.0,60.2,9511488,9086770,424718,4.5,NY
20,2006,Sep,62.9,60.1,9505259,9087981,417278,4.4,NY
21,2006,Oct,62.8,60.1,9502793,9092269,410524,4.3,NY
22,2006,Nov,62.8,60.1,9503075,9098570,404505,4.3,NY
23,2006,Dec,62.8,60.1,9502870,9102977,399893,4.2,NY
24,2007,Jan,62.7,60.1,9499799,9102241,397558,4.2,NY
25,2007,Feb,62.6,60.0,9494831,9096946,397885,4.2,NY
26,2007,Mar,62.6,59.9,9488991,9088533,400458,4.2,NY
27,2007,Apr,62.5,59.8,9484728,9079753,404975,4.3,NY
28,2007,May,62.5,59.8,9484366,9073042,411324,4.3,NY
29,2007,Jun,62.5,59.7,9488494,9070029,418465,4.4,NY
30,2007,Jul,62.5,59.7,9497120,9071651,425469,4.5,NY
31,2007,Aug,62.5,59.7,9509680,9077545,432135,4.5,NY
32,2007,Sep,62.6,59.7,9525259,9087657,437602,4.6,NY
33,2007,Oct,62.7,59.8,9541506,9099049,442457,4.6,NY
34,2007,Nov,62.8,59.8,9556141,9109703,446438,4.7,NY
35,2007,Dec,62.8,59.9,9568190,9118591,449599,4.7,NY
36,2008,Jan,62.8,59.9,9577044,9124073,452971,4.7,NY
37,2008,Feb,62.9,59.9,9583530,9126805,456725,4.8,NY
38,2008,Mar,62.9,59.9,9590062,9128290,461772,4.8,NY
39,2008,Apr,62.9,59.8,9599018,9129190,469828,4.9,NY
40,2008,May,63.0,59.8,9612247,9130656,481591,5.0,NY
41,2008,Jun,63.1,59.8,9630028,9133515,496513,5.2,NY
42,2008,Jul,63.2,59.8,9649719,9136086,513633,5.3,NY
43,2008,Aug,63.3,59.8,9668018,9135938,532080,5.5,NY
44,2008,Sep,63.3,59.7,9682451,9129223,553228,5.7,NY
45,2008,Oct,63.4,59.6,9693575,9114128,579447,6.0,NY
46,2008,Nov,63.4,59.4,9703038,9091347,611691,6.3,NY
47,2008,Dec,63.4,59.2,9711658,9062948,648710,6.7,NY
48,2009,Jan,63.4,59.0,9719617,9031621,687996,7.1,NY
49,2009,Feb,63.5,58.7,9727756,9000993,726763,7.5,NY
50,2009,Mar,63.0,58.0,9657401,8896423,760978,7.9,NY
51,2009,Apr,63.0,57.9,9666899,8879394,787505,8.1,NY
52,2009,May,63.0,57.8,9672903,8866030,806873,8.3,NY
53,2009,Jun,63.0,57.7,9673753,8852531,821222,8.5,NY
54,2009,Jul,63.0,57.5,9668943,8836214,832729,8.6,NY
55,2009,Aug,62.9,57.4,9659298,8816461,842837,8.7,NY
56,2009,Sep,62.8,57.2,9647854,8796265,851589,8.8,NY
57,2009,Oct,62.7,57.1,9636718,8778512,858206,8.9,NY
58,2009,Nov,62.6,57.0,9630492,8767080,863412,9.0,NY
59,2009,Dec,62.6,56.9,9633209,8765800,867409,9.0,NY
60,2010,Jan,62.6,57.0,9644070,8775340,868730,9.0,NY
61,2010,Feb,62.7,57.1,9657047,8790529,866518,9.0,NY
62,2010,Mar,62.7,57.1,9666303,8804772,861531,8.9,NY
63,2010,Apr,63.0,57.5,9669447,8814800,854647,8.8,NY
64,2010,May,63.0,57.5,9665480,8819490,845990,8.8,NY
65,2010,Jun,62.9,57.4,9654362,8817095,837267,8.7,NY
66,2010,Jul,62.7,57.3,9638270,8807520,830750,8.6,NY
67,2010,Aug,62.6,57.2,9621243,8794278,826965,8.6,NY
68,2010,Sep,62.4,57.1,9605787,8780710,825077,8.6,NY
69,2010,Oct,62.3,57.0,9593183,8770596,822587,8.6,NY
70,2010,Nov,62.2,56.9,9581746,8764573,817173,8.5,NY
71,2010,Dec,62.1,56.8,9570220,8761434,808786,8.5,NY
72,2011,Jan,62.0,56.8,9559651,8760232,799419,8.4,NY
73,2011,Feb,61.9,56.7,9548708,8757912,790796,8.3,NY
74,2011,Mar,61.8,56.7,9536257,8752207,784050,8.2,NY
