,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,State
117,2014,Oct,67.2,62.8,363829,340035,23794,6.5,AK
118,2014,Nov,67.2,62.9,363530,340262,23268,6.4,AK
119,2014,Dec,67.1,62.9,363338,340470,22868,6.3,AK
120,2015,Jan,67.1,62.9,363226,340538,22688,6.2,AK
121,2015,Feb,67.0,62.8,363134,340415,22719,6.3,AK
122,2015,Mar,67.0,62.8,363053,340222,22831,6.3,AK
123,2015,Apr,67.0,62.8,362975,340096,22879,6.3,AK
124,2015,May,66.9,62.7,362798,339977,22821,6.3,AK
125,2015,Jun,66.8,62.7,362477,339787,22690,6.3,AK
126,2015,Jul,66.8,62.6,362134,339558,22576,6.2,AK
127,2015,Aug,66.6,62.5,361851,339307,22544,6.2,AK
128,2015,Sep,66.6,62.4,361622,339036,22586,6.2,AK
129,2015,Oct,66.5,62.3,361498,338801,22697,6.3,AK
130,2015,Nov,66.4,62.2,361518,338641,22877,6.3,AK
131,2015,Dec,66.4,62.2,361660,338572,23088,6.4,AK
132,2016,Jan,66.4,62.1,361853,338581,23272,6.4,AK
133,2016,Feb,66.4,62.1,362043,338619,23424,6.5,AK
134,2016,Mar,66.4,62.1,362120,338578,23542,6.5,AK
135,2016,Apr,66.3,62.0,362119,338457,23662,6.5,AK
136,2016,May,66.3,61.9,362119,338314,23805,6.6,AK
137,2016,Jun,66.2,61.9,362098,338159,23939,6.6,AK
138,2016,Jul,66.2,61.8,362029,338000,24029,6.6,AK
139,2016,Aug,66.1,61.7,361944,337853,24091,6.7,AK
140,2016,Sep,66.1,61.7,361974,337799,24175,6.7,AK
141,2016,Oct,66.2,61.7,362112,337870,24242,6.7,AK
142,2016,Nov,66.2,61.7,362298,338067,24231,6.7,AK
143,2016,Dec,66.2,61.8,362459,338328,24131,6.7,AK
144,2017,Jan,66.2,61.8,361868,337962,23906,6.6,AK
145,2017,Feb,66.2,61.9,361924,338214,23710,6.6,AK
146,2017,Mar,66.2,61.9,361919,338359,23560,6.5,AK
147,2017,Apr,66.2,61.9,361816,338325,23491,6.5,AK
148,2017,May,66.2,61.9,361601,338131,23470,6.5,AK
149,2017,Jun,66.1,61.8,361303,337822,23481,6.5,AK
150,2017,Jul,66.1,61.7,360916,337403,23513,6.5,AK
151,2017,Aug,66.0,61.6,360404,336888,23516,6.5,AK
152,2017,Sep,65.8,61.5,359766,336298,23468,6.5,AK
153,2017,Oct,65.7,61.4,359052,335702,23350,6.5,AK
154,2017,Nov,65.6,61.3,358314,335142,23172,6.5,AK
155,2017,Dec,65.5,61.3,357632,334722,22910,6.4,AK
156,2018,Jan,65.4,61.2,357116,334533,22583,6.3,AK
157,2018,Feb,65.3,61.3,356817,334598,22219,6.2,AK
158,2018,Mar,65.3,61.3,356698,334855,21843,6.1,AK
159,2018,Apr,65.3,61.4,356583,335100,21483,6.0,AK
160,2018,May,65.3,61.4,356371,335170,21201,5.9,AK
161,2018,Jun,65.2,61.4,356039,335039,21000,5.9,AK
162,2018,Jul,65.2,61.4,355570,334734,20836,5.9,AK
163,2018,Aug,65.1,61.3,355011,334274,20737,5.8,AK
164,2018,Sep,65.0,61.2,354415,333683,20732,5.8,AK
165,2018,Oct,64.9,61.1,353898,333099,20799,5.9,AK
166,2018,Nov,64.8,61.0,353491,332641,20850,5.9,AK
167,2018,Dec,64.7,60.9,353132,332359,20773,5.9,AK
168,2019,Jan,64.7,60.9,352773,332247,20526,5.8,AK
169,2019,Feb,64.7,61.0,352506,332380,20126,5.7,AK
170,2019,Mar,64.7,61.0,352420,332710,19710,5.6,AK
171,2019,Apr,64.7,61.1,352608,333202,19406,5.5,AK
172,2019,May,64.8,61.2,352970,333694,19276,5.5,AK
173,2019,Jun,64.8,61.3,353298,334000,19298,5.5,AK
174,2019,Jul,64.9,61.3,353465,334072,19393,5.5,AK
175,2019,Aug,64.9,61.3,353418,334011,19407,5.5,AK
176,2019,Sep,64.8,61.3,353184,334025,19159,5.4,AK
177,2019,Oct,64.8,61.3,352902,334144,18758,5.3,AK
178,2019,Nov,64.7,61.4,352760,334362,18398,5.2,AK
179,2019,Dec,64.7,61.4,352695,334486,18209,5.2,AK
180,2020,Jan,64.7,61.4,352483,334287,18196,5.2,AK
181,2020,Feb,64.6,61.3,351886,333653,18233,5.2,AK
182,2020,Mar,64.5,61.1,350910,332823,18087,5.2,AK
183,2020,Apr,62.0,54.7,337566,297482,40084,11.9,AK
184,2020,May,63.5,55.9,345436,304260,41176,11.9,AK
185,2020,Jun,63.7,56.5,346513,307304,39209,11.3,AK
186,2020,Jul,64.4,57.2,350100,310952,39148,11.2,AK
187,2020,Aug,62.7,57.8,340991,314304,26687,7.8,AK
188,2020,Sep,63.2,58.3,344056,317552,26504,7.7,AK
189,2020,Oct,63.4,58.8,345258,319963,25295,7.3,AK
190,2020,Nov,63.7,59.1,346817,321790,25027,7.2,AK
191,2020,Dec,64.0,59.3,348591,323188,25403,7.3,AK
192,2021,Jan,64.1,59.5,349154,324408,24746,7.1,AK
193,2021,Feb,64.3,59.8,350283,325614,24669,7.0,AK
194,2021,Mar,64.5,60.0,351509,326831,24678,7.0,AK
195,2021,Apr,64.7,60.2,352838,327977,24861,7.0,AK
196,2021,May,64.8,60.4,353153,329080,24073,6.8,AK
197,2021,Jun,65.0,60.6,354556,330283,24273,6.8,AK
198,2021,Jul,65.0,60.8,354921,331906,23015,6.5,AK
199,2021,Aug,65.2,61.2,356195,333889,22306,6.3,AK
200,2021,Sep,65.3,61.5,356963,336071,20892,5.9,AK
201,2021,Oct,65.6,61.9,358558,338075,20483,5.7,AK
202,2021,Nov,65.6,62.0,358735,338940,19795,5.5,AK
203,2021,Dec,65.6,62.0,358991,339274,19717,5.5,AK
204,2022,Jan,66.0,62.3,361049,340980,20069,5.6,AK
205,2022,Feb,66.1,62.5,361562,342319,19243,5.3,AK
206,2022,Mar,66.0,62.8,361580,343689,17891,4.9,AK
207,2022,Apr,66.1,62.9,361817,344375,17442,4.8,AK
208,2022,May,66.2,63.1,362486,345690,16796,4.6,AK
209,2022,Jun,66.1,63.1,362564,346021,16543,4.6,AK
210,2022,Jul,66.0,63.0,361861,345562,16299,4.5,AK
211,2022,Aug,65.9,62.9,361918,345257,16661,4.6,AK
212,2022,Sep,65.7,62.8,360657,344799,15858,4.4,AK
213,2022,Oct,65.6,62.7,360474,344277,16197,4.5,AK
214,2022,Nov,65.5,62.5,359888,343737,16151,4.5,AK
0,2005,Jan,62.9,59.5,1320144,1248822,71322,5.4,AR
1,2005,Feb,62.9,59.6,1323041,1252355,70686,5.3,AR
2,2005,Mar,63.0,59.7,1325810,1255998,69812,5.3,AR
3,2005,Apr,63.1,59.8,1328586,1259507,69079,5.2,AR
4,2005,May,63.2,59.9,1331576,1262763,68813,5.2,AR
5,2005,Jun,63.3,60.0,1334725,1265578,69147,5.2,AR
6,2005,Jul,63.3,60.0,1337609,1267612,69997,5.2,AR
7,2005,Aug,63.3,60.0,1339765,1268919,70846,5.3,AR
8,2005,Sep,63.2,59.8,1341047,1269841,71206,5.3,AR
9,2005,Oct,63.2,59.9,1341579,1270710,70869,5.3,AR
10,2005,Nov,63.1,59.8,1341840,1271732,70108,5.2,AR
11,2005,Dec,63.1,59.8,1342120,1272820,69300,5.2,AR
12,2006,Jan,63.0,59.8,1342700,1273915,68785,5.1,AR
13,2006,Feb,63.0,59.8,1343722,1274911,68811,5.1,AR
14,2006,Mar,63.0,59.8,1345046,1275609,69437,5.2,AR
15,2006,Apr,63.0,59.7,1346255,1275834,70421,5.2,AR
16,2006,May,62.9,59.6,1346847,1275583,71264,5.3,AR
17,2006,Jun,62.9,59.5,1346705,1274991,71714,5.3,AR
18,2006,Jul,62.8,59.4,1346289,1274581,71708,5.3,AR
19,2006,Aug,62.7,59.4,1346217,1274701,71516,5.3,AR
20,2006,Sep,62.7,59.4,1346678,1275263,71415,5.3,AR
21,2006,Oct,62.7,59.3,1347720,1276360,71360,5.3,AR
22,2006,Nov,62.7,59.4,1349135,1277814,71321,5.3,AR
23,2006,Dec,62.7,59.4,1350471,1279168,71303,5.3,AR
24,2007,Jan,62.7,59.4,1351331,1279989,71342,5.3,AR
25,2007,Feb,62.6,59.3,1351478,1279970,71508,5.3,AR
26,2007,Mar,62.6,59.2,1350887,1279107,71780,5.3,AR
27,2007,Apr,62.5,59.1,1349996,1277800,72196,5.3,AR
28,2007,May,62.4,59.0,1349262,1276423,72839,5.4,AR
29,2007,Jun,62.3,58.9,1348840,1275317,73523,5.5,AR
30,2007,Jul,62.2,58.8,1348878,1274796,74082,5.5,AR
31,2007,Aug,62.2,58.8,1349562,1275104,74458,5.5,AR
32,2007,Sep,62.2,58.8,1350759,1276385,74374,5.5,AR
33,2007,Oct,62.2,58.8,1352032,1278323,73709,5.5,AR
34,2007,Nov,62.2,58.9,1352941,1280515,72426,5.4,AR
35,2007,Dec,62.2,58.9,1353447,1282727,70720,5.2,AR
36,2008,Jan,62.2,59.0,1353678,1284620,69058,5.1,AR
37,2008,Feb,62.1,59.0,1353823,1286093,67730,5.0,AR
38,2008,Mar,62.1,59.0,1354111,1287098,67013,4.9,AR
39,2008,Apr,62.1,59.0,1354740,1287626,67114,5.0,AR
40,2008,May,62.1,59.0,1355970,1287961,68009,5.0,AR
41,2008,Jun,62.1,58.9,1357843,1288251,69592,5.1,AR
42,2008,Jul,62.2,58.9,1359733,1288132,71601,5.3,AR
43,2008,Aug,62.2,58.8,1360944,1287008,73936,5.4,AR
44,2008,Sep,62.2,58.6,1361416,1284515,76901,5.6,AR
45,2008,Oct,62.1,58.4,1361363,1280596,80767,5.9,AR
46,2008,Nov,62.0,58.2,1361045,1275604,85441,6.3,AR
47,2008,Dec,62.0,57.9,1360662,1270115,90547,6.7,AR
48,2009,Jan,61.9,57.6,1360180,1264593,95587,7.0,AR
49,2009,Feb,61.9,57.3,1359814,1259658,100156,7.4,AR
50,2009,Mar,61.8,57.1,1359655,1255912,103743,7.6,AR
51,2009,Apr,61.8,57.0,1359293,1253369,105924,7.8,AR
52,2009,May,61.7,56.9,1358162,1251338,106824,7.9,AR
53,2009,Jun,61.6,56.7,1356219,1249384,106835,7.9,AR
54,2009,Jul,61.4,56.6,1353772,1247347,106425,7.9,AR
55,2009,Aug,61.3,56.5,1351081,1245167,105914,7.8,AR
56,2009,Sep,61.1,56.3,1348368,1242864,105504,7.8,AR
57,2009,Oct,60.9,56.1,1345775,1240400,105375,7.8,AR
58,2009,Nov,60.8,56.0,1343857,1238191,105666,7.9,AR
59,2009,Dec,60.7,55.9,1343147,1236853,106294,7.9,AR
60,2010,Jan,60.7,55.9,1343957,1237151,106806,7.9,AR
61,2010,Feb,60.8,55.9,1345947,1239114,106833,7.9,AR
62,2010,Mar,60.9,56.1,1348707,1242264,106443,7.9,AR
63,2010,Apr,60.6,55.8,1351964,1246062,105902,7.8,AR
64,2010,May,60.7,56.0,1355055,1249752,105303,7.8,AR
65,2010,Jun,60.7,56.0,1357180,1252284,104896,7.7,AR
66,2010,Jul,60.7,56.0,1358003,1253026,104977,7.7,AR
67,2010,Aug,60.6,55.9,1357870,1252260,105610,7.8,AR
68,2010,Sep,60.6,55.8,1357262,1250630,106632,7.9,AR
69,2010,Oct,60.5,55.7,1356803,1249134,107669,7.9,AR
70,2010,Nov,60.5,55.6,1356630,1248235,108395,8.0,AR
71,2010,Dec,60.4,55.6,1356570,1247898,108672,8.0,AR
72,2011,Jan,60.4,55.5,1356376,1247709,108667,8.0,AR
73,2011,Feb,60.3,55.5,1355709,1247149,108560,8.0,AR
74,2011,Mar,60.2,55.4,1354508,1246167,108341,8.0,AR
75,2011,Apr,60.1,55.3,1353056,1244909,108147,8.0,AR
76,2011,May,60.0,55.2,1352224,1244047,108177,8.0,AR
77,2011,Jun,60.0,55.2,1352740,1244430,108310,8.0,AR
78,2011,Jul,60.1,55.3,1354815,1246487,108328,8.0,AR
79,2011,Aug,60.2,55.4,1357919,1249882,108037,8.0,AR
80,2011,Sep,60.3,55.5,1361072,1253820,107252,7.9,AR
81,2011,Oct,60.4,55.7,1363485,1257461,106024,7.8,AR
82,2011,Nov,60.4,55.8,1364537,1260075,104462,7.7,AR
83,2011,Dec,60.3,55.8,1364056,1261291,102765,7.5,AR
84,2012,Jan,60.2,55.8,1362428,1261262,101166,7.4,AR
85,2012,Feb,60.1,55.7,1360339,1260404,99935,7.3,AR
86,2012,Mar,60.0,55.6,1358109,1258810,99299,7.3,AR
87,2012,Apr,59.9,55.5,1355831,1256764,99067,7.3,AR
88,2012,May,59.8,55.4,1353594,1254657,98937,7.3,AR
89,2012,Jun,59.6,55.3,1351226,1252563,98663,7.3,AR
90,2012,Jul,59.5,55.2,1348643,1250599,98044,7.3,AR
91,2012,Aug,59.3,55.1,1346157,1248907,97250,7.2,AR
92,2012,Sep,59.2,55.0,1344172,1247567,96605,7.2,AR
93,2012,Oct,59.1,54.9,1342472,1246289,96183,7.2,AR
94,2012,Nov,59.0,54.8,1340897,1244873,96024,7.2,AR
95,2012,Dec,58.9,54.7,1339452,1243386,96066,7.2,AR
96,2013,Jan,58.9,54.6,1338053,1241811,96242,7.2,AR
97,2013,Feb,58.8,54.6,1336764,1240366,96398,7.2,AR
98,2013,Mar,58.7,54.5,1335682,1239345,96337,7.2,AR
99,2013,Apr,58.7,54.5,1334874,1238821,96053,7.2,AR
100,2013,May,58.6,54.4,1334104,1238431,95673,7.2,AR
101,2013,Jun,58.6,54.4,1333280,1237985,95295,7.1,AR
102,2013,Jul,58.5,54.3,1332281,1237390,94891,7.1,AR
103,2013,Aug,58.4,54.3,1330709,1236614,94095,7.1,AR
104,2013,Sep,58.3,54.2,1328616,1235898,92718,7.0,AR
105,2013,Oct,58.2,54.2,1326715,1235660,91055,6.9,AR
106,2013,Nov,58.1,54.2,1325461,1236175,89286,6.7,AR
107,2013,Dec,58.1,54.2,1324767,1237331,87436,6.6,AR
108,2014,Jan,58.0,54.3,1324443,1238994,85449,6.5,AR
109,2014,Feb,58.0,54.4,1324270,1240888,83382,6.3,AR
110,2014,Mar,58.0,54.4,1324213,1242674,81539,6.2,AR
111,2014,Apr,58.0,54.5,1324212,1244129,80083,6.0,AR
112,2014,May,58.0,54.5,1324336,1245446,78890,6.0,AR
113,2014,Jun,58.0,54.6,1324928,1247064,77864,5.9,AR
114,2014,Jul,58.0,54.6,1326166,1249184,76982,5.8,AR
115,2014,Aug,58.0,54.7,1328224,1251928,76296,5.7,AR
116,2014,Sep,58.1,54.8,1330805,1255079,75726,5.7,AR
117,2014,Oct,58.2,54.9,1333104,1258078,75026,5.6,AR
118,2014,Nov,58.2,55.0,1334565,1260362,74203,5.6,AR
119,2014,Dec,58.2,55.0,1335449,1261924,73525,5.5,AR
120,2015,Jan,58.2,55.1,1336169,1263086,73083,5.5,AR
121,2015,Feb,58.3,55.1,1336952,1264167,72785,5.4,AR
122,2015,Mar,58.3,55.1,1337920,1265637,72283,5.4,AR
123,2015,Apr,58.3,55.2,1338983,1267673,71310,5.3,AR
124,2015,May,58.3,55.3,1339839,1269993,69846,5.2,AR
125,2015,Jun,58.3,55.4,1340124,1272125,67999,5.1,AR
126,2015,Jul,58.3,55.4,1339927,1273942,65985,4.9,AR
127,2015,Aug,58.2,55.4,1339528,1275545,63983,4.8,AR
128,2015,Sep,58.2,55.5,1339273,1277195,62078,4.6,AR
129,2015,Oct,58.2,55.6,1339813,1279410,60403,4.5,AR
130,2015,Nov,58.2,55.7,1341300,1282346,58954,4.4,AR
131,2015,Dec,58.3,55.8,1343071,1285465,57606,4.3,AR
132,2016,Jan,58.3,55.9,1344484,1288132,56352,4.2,AR
133,2016,Feb,58.3,55.9,1345263,1289972,55291,4.1,AR
134,2016,Mar,58.3,55.9,1345319,1290874,54445,4.0,AR
135,2016,Apr,58.2,55.9,1344939,1291027,53912,4.0,AR
136,2016,May,58.2,55.9,1344591,1290913,53678,4.0,AR
137,2016,Jun,58.2,55.9,1344422,1290844,53578,4.0,AR
138,2016,Jul,58.1,55.8,1344309,1290861,53448,4.0,AR
139,2016,Aug,58.1,55.8,1344072,1290838,53234,4.0,AR
140,2016,Sep,58.0,55.8,1343648,1290648,53000,3.9,AR
141,2016,Oct,58.0,55.7,1342910,1290250,52660,3.9,AR
142,2016,Nov,57.9,55.7,1342237,1290085,52152,3.9,AR
143,2016,Dec,57.9,55.7,1342177,1290651,51526,3.8,AR
144,2017,Jan,58.1,55.9,1340807,1290170,50637,3.8,AR
145,2017,Feb,58.2,56.0,1342683,1292667,50016,3.7,AR
146,2017,Mar,58.2,56.1,1345009,1295409,49600,3.7,AR
147,2017,Apr,58.3,56.2,1347419,1297981,49438,3.7,AR
148,2017,May,58.4,56.3,1349569,1300097,49472,3.7,AR
149,2017,Jun,58.4,56.3,1351134,1301422,49712,3.7,AR
150,2017,Jul,58.5,56.3,1351933,1301824,50109,3.7,AR
151,2017,Aug,58.4,56.2,1351813,1301295,50518,3.7,AR
152,2017,Sep,58.4,56.2,1350879,1300061,50818,3.8,AR
153,2017,Oct,58.3,56.1,1349529,1298573,50956,3.8,AR
154,2017,Nov,58.2,56.0,1348158,1297139,51019,3.8,AR
155,2017,Dec,58.1,55.9,1347206,1296258,50948,3.8,AR
156,2018,Jan,58.1,55.9,1346988,1296221,50767,3.8,AR
157,2018,Feb,58.1,56.0,1347645,1297171,50474,3.7,AR
158,2018,Mar,58.2,56.0,1348903,1298923,49980,3.7,AR
159,2018,Apr,58.2,56.1,1349993,1300735,49258,3.6,AR
160,2018,May,58.2,56.1,1350426,1301908,48518,3.6,AR
161,2018,Jun,58.2,56.1,1350393,1302450,47943,3.6,AR
162,2018,Jul,58.2,56.1,1350271,1302622,47649,3.5,AR
163,2018,Aug,58.2,56.1,1350725,1302919,47806,3.5,AR
164,2018,Sep,58.2,56.1,1352197,1303757,48440,3.6,AR
165,2018,Oct,58.3,56.2,1354601,1305344,49257,3.6,AR
166,2018,Nov,58.4,56.2,1357512,1307684,49828,3.7,AR
167,2018,Dec,58.5,56.3,1360370,1310519,49851,3.7,AR
168,2019,Jan,58.6,56.5,1362602,1313365,49237,3.6,AR
169,2019,Feb,58.6,56.5,1363906,1315774,48132,3.5,AR
170,2019,Mar,58.6,56.6,1364259,1317269,46990,3.4,AR
171,2019,Apr,58.6,56.6,1364020,1317875,46145,3.4,AR
172,2019,May,58.6,56.6,1363616,1317815,45801,3.4,AR
173,2019,Jun,58.5,56.6,1363502,1317463,46039,3.4,AR
174,2019,Jul,58.5,56.5,1364006,1317280,46726,3.4,AR
175,2019,Aug,58.5,56.5,1365145,1317678,47467,3.5,AR
176,2019,Sep,58.6,56.5,1366734,1318945,47789,3.5,AR
177,2019,Oct,58.6,56.6,1368464,1320642,47822,3.5,AR
178,2019,Nov,58.6,56.6,1369814,1322015,47799,3.5,AR
179,2019,Dec,58.6,56.6,1370084,1322185,47899,3.5,AR
180,2020,Jan,58.6,56.5,1369218,1321046,48172,3.5,AR
181,2020,Feb,58.5,56.4,1367618,1319012,48606,3.6,AR
182,2020,Mar,59.3,56.3,1385981,1317494,68487,4.9,AR
183,2020,Apr,59.0,53.1,1381107,1242557,138550,10.0,AR
184,2020,May,58.3,53.3,1365465,1246160,119305,8.7,AR
185,2020,Jun,57.8,53.4,1354029,1250914,103115,7.6,AR
186,2020,Jul,57.8,53.7,1353239,1257729,95510,7.1,AR
187,2020,Aug,57.4,53.9,1346158,1262734,83424,6.2,AR
188,2020,Sep,57.4,54.0,1345464,1266785,78679,5.8,AR
189,2020,Oct,57.1,54.0,1339560,1267889,71671,5.4,AR
190,2020,Nov,56.9,54.0,1337106,1268131,68975,5.2,AR
191,2020,Dec,56.8,54.0,1335440,1268083,67357,5.0,AR
192,2021,Jan,56.7,54.0,1333060,1268247,64813,4.9,AR
193,2021,Feb,56.7,54.0,1332313,1268940,63373,4.8,AR
194,2021,Mar,56.7,54.0,1332788,1270865,61923,4.6,AR
195,2021,Apr,56.7,54.1,1333117,1272833,60284,4.5,AR
196,2021,May,56.6,54.1,1332758,1274656,58102,4.4,AR
197,2021,Jun,56.6,54.2,1332580,1276205,56375,4.2,AR
198,2021,Jul,56.5,54.2,1331143,1277988,53155,4.0,AR
199,2021,Aug,56.4,54.3,1330686,1280596,50090,3.8,AR
200,2021,Sep,56.3,54.3,1330685,1283697,46988,3.5,AR
201,2021,Oct,56.3,54.4,1331746,1286851,44895,3.4,AR
202,2021,Nov,56.3,54.4,1331333,1287392,43941,3.3,AR
203,2021,Dec,56.2,54.4,1330743,1287166,43577,3.3,AR
204,2022,Jan,56.3,54.5,1334809,1292199,42610,3.2,AR
205,2022,Feb,56.5,54.7,1339399,1297210,42189,3.1,AR
206,2022,Mar,56.6,54.9,1343906,1302450,41456,3.1,AR
207,2022,Apr,56.8,55.0,1349553,1306960,42593,3.2,AR
208,2022,May,56.9,55.1,1352042,1309272,42770,3.2,AR
209,2022,Jun,57.0,55.1,1354855,1311381,43474,3.2,AR
210,2022,Jul,57.0,55.1,1356042,1311429,44613,3.3,AR
211,2022,Aug,56.8,54.9,1354290,1308654,45636,3.4,AR
212,2022,Sep,56.8,54.8,1353668,1306242,47426,3.5,AR
213,2022,Oct,56.7,54.6,1353161,1304631,48530,3.6,AR
214,2022,Nov,56.6,54.5,1351744,1302339,49405,3.7,AR
0,2005,Jan,71.1,68.5,275949,265961,9988,3.6,WY
1,2005,Feb,71.2,68.6,276375,266495,9880,3.6,WY
2,2005,Mar,71.3,68.7,276936,267105,9831,3.5,WY
3,2005,Apr,71.4,68.9,277618,267780,9838,3.5,WY
4,2005,May,71.6,69.0,278399,268517,9882,3.5,WY
5,2005,Jun,71.7,69.1,279173,269233,9940,3.6,WY
6,2005,Jul,71.8,69.2,279863,269845,10018,3.6,WY
7,2005,Aug,71.9,69.3,280397,270322,10075,3.6,WY
8,2005,Sep,71.8,69.3,280752,270691,10061,3.6,WY
9,2005,Oct,71.8,69.2,280982,271027,9955,3.5,WY
10,2005,Nov,71.7,69.2,281156,271399,9757,3.5,WY
11,2005,Dec,71.6,69.2,281322,271850,9472,3.4,WY
12,2006,Jan,71.6,69.3,281549,272423,9126,3.2,WY
13,2006,Feb,71.6,69.4,281877,273094,8783,3.1,WY
14,2006,Mar,71.6,69.5,282331,273809,8522,3.0,WY
15,2006,Apr,71.7,69.6,282905,274513,8392,3.0,WY
16,2006,May,71.8,69.7,283567,275179,8388,3.0,WY
17,2006,Jun,71.9,69.7,284276,275795,8481,3.0,WY
18,2006,Jul,72.0,69.8,285048,276434,8614,3.0,WY
19,2006,Aug,72.1,69.9,285874,277156,8718,3.0,WY
20,2006,Sep,72.1,69.9,286704,277957,8747,3.1,WY
21,2006,Oct,72.2,70.0,287463,278828,8635,3.0,WY
22,2006,Nov,72.2,70.1,288093,279707,8386,2.9,WY
23,2006,Dec,72.2,70.2,288545,280486,8059,2.8,WY
24,2007,Jan,72.2,70.3,288825,281087,7738,2.7,WY
25,2007,Feb,72.1,70.3,289039,281520,7519,2.6,WY
26,2007,Mar,72.1,70.2,289270,281824,7446,2.6,WY
27,2007,Apr,72.1,70.2,289584,282060,7524,2.6,WY
28,2007,May,72.0,70.1,290015,282297,7718,2.7,WY
29,2007,Jun,72.1,70.1,290549,282594,7955,2.7,WY
30,2007,Jul,72.1,70.1,291070,282958,8112,2.8,WY
31,2007,Aug,72.1,70.1,291531,283401,8130,2.8,WY
32,2007,Sep,72.1,70.1,291994,283956,8038,2.8,WY
33,2007,Oct,72.1,70.1,292498,284587,7911,2.7,WY
34,2007,Nov,72.1,70.2,293057,285260,7797,2.7,WY
35,2007,Dec,72.1,70.3,293644,285941,7703,2.6,WY
36,2008,Jan,72.2,70.3,294176,286531,7645,2.6,WY
37,2008,Feb,72.2,70.3,294628,286996,7632,2.6,WY
38,2008,Mar,72.2,70.3,295041,287354,7687,2.6,WY
39,2008,Apr,72.2,70.3,295452,287625,7827,2.6,WY
40,2008,May,72.2,70.2,295913,287868,8045,2.7,WY
41,2008,Jun,72.2,70.2,296475,288145,8330,2.8,WY
42,2008,Jul,72.3,70.2,297099,288449,8650,2.9,WY
43,2008,Aug,72.3,70.1,297673,288702,8971,3.0,WY
44,2008,Sep,72.3,70.0,298023,288770,9253,3.1,WY
45,2008,Oct,72.2,69.8,298085,288534,9551,3.2,WY
46,2008,Nov,72.0,69.6,298010,287926,10084,3.4,WY
47,2008,Dec,71.9,69.3,298049,287005,11044,3.7,WY
48,2009,Jan,71.9,68.9,298360,285891,12469,4.2,WY
49,2009,Feb,71.9,68.5,298950,284717,14233,4.8,WY
50,2009,Mar,72.0,68.1,299720,283647,16073,5.4,WY
51,2009,Apr,72.1,67.8,300461,282792,17669,5.9,WY
52,2009,May,72.1,67.6,300897,282070,18827,6.3,WY
53,2009,Jun,71.9,67.3,300868,281384,19484,6.5,WY
54,2009,Jul,71.7,67.0,300467,280658,19809,6.6,WY
55,2009,Aug,71.6,66.8,299950,279871,20079,6.7,WY
56,2009,Sep,71.4,66.5,299610,279101,20509,6.8,WY
57,2009,Oct,71.4,66.3,299628,278438,21190,7.1,WY
58,2009,Nov,71.4,66.2,300001,278031,21970,7.3,WY
59,2009,Dec,71.5,66.1,300619,277989,22630,7.5,WY
60,2010,Jan,71.6,66.2,301350,278343,23007,7.6,WY
61,2010,Feb,71.7,66.3,301933,278975,22958,7.6,WY
62,2010,Mar,71.8,66.4,302202,279686,22516,7.5,WY
63,2010,Apr,69.8,64.7,302183,280341,21842,7.2,WY
64,2010,May,69.7,64.8,301985,280897,21088,7.0,WY
65,2010,Jun,69.6,64.9,301753,281308,20445,6.8,WY
66,2010,Jul,69.5,64.9,301585,281564,20021,6.6,WY
67,2010,Aug,69.4,64.9,301540,281736,19804,6.6,WY
68,2010,Sep,69.4,64.9,301652,281862,19790,6.6,WY
69,2010,Oct,69.4,64.9,301921,282034,19887,6.6,WY
70,2010,Nov,69.5,64.9,302247,282256,19991,6.6,WY
71,2010,Dec,69.5,64.9,302487,282475,20012,6.6,WY
72,2011,Jan,69.5,64.9,302548,282676,19872,6.6,WY
73,2011,Feb,69.4,64.9,302436,282854,19582,6.5,WY
74,2011,Mar,69.3,64.9,302188,283016,19172,6.3,WY
75,2011,Apr,69.2,65.0,301888,283155,18733,6.2,WY
76,2011,May,69.2,65.0,301719,283312,18407,6.1,WY
77,2011,Jun,69.2,65.0,301800,283564,18236,6.0,WY
78,2011,Jul,69.2,65.0,302182,283980,18202,6.0,WY
79,2011,Aug,69.2,65.1,302814,284545,18269,6.0,WY
80,2011,Sep,69.3,65.1,303525,285193,18332,6.0,WY
81,2011,Oct,69.3,65.1,304140,285821,18319,6.0,WY
82,2011,Nov,69.3,65.2,304504,286325,18179,6.0,WY
83,2011,Dec,69.2,65.1,304580,286683,17897,5.9,WY
84,2012,Jan,69.1,65.1,304445,286913,17532,5.8,WY
85,2012,Feb,68.9,65.0,304220,287031,17189,5.7,WY
86,2012,Mar,68.8,65.0,303990,287027,16963,5.6,WY
87,2012,Apr,68.6,64.8,303802,286933,16869,5.6,WY
88,2012,May,68.5,64.7,303711,286848,16863,5.6,WY
89,2012,Jun,68.4,64.6,303733,286852,16881,5.6,WY
90,2012,Jul,68.3,64.6,303794,286966,16828,5.5,WY
91,2012,Aug,68.3,64.5,303836,287159,16677,5.5,WY
92,2012,Sep,68.2,64.5,303842,287381,16461,5.4,WY
93,2012,Oct,68.1,64.5,303715,287540,16175,5.3,WY
94,2012,Nov,68.0,64.4,303456,287578,15878,5.2,WY
95,2012,Dec,67.9,64.4,303094,287479,15615,5.2,WY
96,2013,Jan,67.7,64.3,302668,287303,15365,5.1,WY
97,2013,Feb,67.6,64.2,302300,287193,15107,5.0,WY
